"Data Source","مؤشرات التنمية العالمية",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"فنزويلا","VEN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3748223","3900251","4046897","4190368","4333839","4478298","4625478","4773738","4919555","5057059","5182882","5306835","5416771","5517110","5615719","5717570","5819334","5929538","6043700","6154109","6257106","6372739","6475656","6573081","6676574","6791877","6911860","7046426","7187454","7320865","7438497","7560024","7659820","7743880","7822947","7902123","7969997","8041523","8111506","8171836","8219322","8266688","8303219","8330796","8354241","8376324","8404464","8426406","8447141","8472906","8505671","8549684","8611180","8658329","8643711","8537343","8421742","8220680","7987416","7814542","",
"جزر العذراء البريطانية","VGB","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"جزر فرجن (الولايات المتحدة الأمريكية)","VIR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","12721","13423","13794","15894","16463","17556","18331","18998","20897","21977","22720","26047","29028","33299","36767","39203","40155","38312","37997","36240","35629","34659","34104","34028","34076","33842","33764","33026","31727","30291","29921","29248","29116","29436","29766","29741","30194","30064","29462","28727","28115","26951","26049","25406","24861","24309","23884","23463","23069","22728","22471","22358","22224","22091","21970","21851","21615","21364","21089","20786","",
"فييتنام","VNM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","13111853","13810426","14526586","15240023","15918705","16544305","17135336","17675097","18161550","18601524","19000994","19411442","19789155","20136613","20454687","20746330","21062082","21340120","21600103","21871210","22170581","22443500","22757604","23097097","23434433","23755246","24101551","24419247","24719032","25020642","25330738","25663793","25994841","26290427","26490702","26553421","26550696","26355653","26017620","25624860","25230644","24638383","24158388","23728914","23258141","22720487","22325806","21857887","21382948","21007587","20784261","20727595","20773379","20914435","21114069","21343372","21571523","21849508","22139267","22392547","",
"فانواتو","VUT","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","29437","30426","31415","32408","33377","34293","35194","36050","36884","37741","38665","39821","41038","42317","43619","44910","46248","47571","48882","50182","51448","52558","53713","54929","56224","57587","58654","59811","61121","62618","64284","65708","67312","68988","70555","71874","73020","73922","74727","75634","76764","77845","79006","80270","81625","83034","83742","84919","86520","88343","90269","93250","95930","98783","102155","105936","108259","110956","113701","116086","",
"العالم","WLD","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1126349233","1147020372","1173731750","1204870649","1233541922","1259350784","1288869534","1313632599","1335834355","1358613387","1382005338","1408243842","1433033872","1456472560","1477989616","1496244148","1514175449","1529012609","1541822933","1553823111","1565437472","1577942375","1592061776","1606564983","1620599969","1634814540","1655399130","1675818045","1695930405","1715235162","1734027750","1756491815","1773060204","1786794694","1799275192","1811869350","1818373127","1827836760","1837346306","1842898444","1843190727","1846468198","1844268482","1838978303","1834848822","1834114609","1837035525","1842791733","1851117434","1860249660","1869226882","1880103723","1890734248","1901304339","1912157784","1923228525","1935089287","1946768201","1957686109","1967448960","",
"ساموا","WSM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","53865","55740","58033","60580","63089","65364","67478","69284","70744","71933","72918","73803","74610","75229","75561","75595","75079","74395","73562","72692","71899","71200","70581","69950","69269","68559","67908","67286","66645","66073","65728","65979","66624","67496","68405","69233","69418","69627","69930","70416","71099","70825","70822","70966","71106","71181","71102","71000","70905","70944","71235","71520","72038","72861","73948","75131","75195","75291","75158","74629","",
"كوسوفو","XKX","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"الجمهورية اليمنية","YEM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2232792","2279573","2317354","2350385","2385232","2425474","2490359","2560493","2634624","2709091","2782015","2874615","2964283","3055977","3156318","3269675","3386037","3511188","3645344","3787757","3937939","4102796","4276975","4459671","4649394","4845857","5060116","5275318","5501693","5753583","6039340","6323510","6637281","6958298","7255048","7505492","7784063","8006736","8188285","8353448","8518384","8665631","8824197","8984785","9132294","9260994","9398464","9515433","9623559","9741999","9880897","10043589","10224358","10416445","10605594","10782481","10966229","11134317","11289724","11438290","",
"جنوب أفريقيا","ZAF","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","6972420","7188852","7424359","7668987","7904948","8123571","8355363","8566471","8764574","8963431","9171117","9409551","9654335","9902023","10144244","10376268","10641837","10888853","11130214","11386090","11668848","11971479","12308216","12661589","13003686","13318015","13664216","13964480","14235007","14498756","14764462","14964229","15151042","15310639","15421718","15471422","15507093","15499316","15447393","15354198","15227850","15159918","15060222","14946407","14847853","14786132","14791615","14840940","14932291","15053476","15196944","15401534","15600545","15801395","16010359","16223292","16418976","16615780","16802019","16963350","",
"زامبيا","ZMB","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1406575","1460606","1514681","1569308","1625059","1682143","1744886","1807261","1870270","1935283","2003150","2076781","2154025","2233770","2314225","2394531","2483812","2571099","2658113","2747298","2839664","2937341","3036012","3134669","3231447","3324900","3428065","3528846","3625424","3715703","3798526","3897770","3989181","4076469","4165429","4260065","4369171","4482612","4599279","4716838","4833997","4978622","5123913","5270904","5420733","5574212","5740360","5905780","6073981","6249408","6434149","6608712","6792514","6980005","7162294","7333806","7500757","7653490","7797239","7941462","",
"زمبابوي","ZWE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1723954","1798879","1885944","1979784","2071427","2156442","2246461","2329667","2409397","2491827","2580423","2676638","2778505","2884058","2989989","3094415","3209692","3324495","3440103","3558415","3680761","3797137","3909634","4020613","4133538","4249152","4365977","4487914","4604891","4701688","4769000","4861143","4919507","4950342","4965905","4973109","4991774","5009284","5020378","5017215","4997787","4994783","4984322","4973380","4973832","4993346","5009933","5048696","5108433","5187119","5283498","5387540","5508275","5638043","5764673","5878449","5986078","6064550","6122298","6174255","",
